1.1658334e-12,1.6869619e-9,1.2847194e-10,0.9999999,8.617416e-12,1.18387035e-7,5.441217e-10,8.520362e-13,9.802189e-12,7.4714405e-14
5.587956e-11,5.3826377e-10,5.231659e-14,4.2551832e-14,4.649864e-16,5.7691895e-14,4.8492268e-15,2.0193553e-14,1.0,7.713942e-12
7.929283e-6,0.59041905,7.3399474e-7,1.1892257e-7,8.792234e-9,5.7785428e-8,3.740268e-9,2.5278277e-7,0.4095103,6.161005e-5
0.99431795,0.00011732789,2.2968517e-5,0.00015615181,2.321151e-7,1.868747e-7,2.040292e-7,2.4023512e-7,0.0023760155,0.0030087412
1.1701625e-15,3.5972239e-12,2.4676955e-10,1.8950436e-12,4.402477e-13,2.2311815e-13,1.0,4.082304e-16,4.1279873e-14,1.6428842e-13
1.7968278e-8,4.2972154e-8,2.590452e-6,0.003344096,7.1433938e-6,0.00037938714,0.9962664,8.279498e-8,1.1164208e-8,1.620072e-7
3.6849198e-7,0.98547584,4.1442243e-7,0.014409047,5.227758e-8,3.648615e-7,1.149979e-7,1.8884553e-7,4.299728e-8,0.00011342561
2.4572546e-6,3.5254968e-7,0.002943564,2.8542584e-7,2.9735022e-6,8.233697e-6,0.99703836,1.3585567e-6,8.174519e-9,2.5179315e-6
2.2892756e-10,5.427753e-12,3.474113e-12,0.9989221,1.2453726e-6,0.0010766886,1.4495785e-10,1.709146e-9,4.914181e-13,9.264053e-12
1.7235005e-11,0.9999962,7.5513135e-10,1.6746515e-9,3.7054866e-11,1.2806045e-10,1.9613028e-11,1.1931857e-10,4.5955964e-8,3.8279077e-6
0.99997807,7.4908595e-9,2.0577421e-7,2.4900596e-6,1.8812767e-5,3.937754e-7,2.2871989e-9,3.4708258e-9,3.0667695e-9,2.7738803e-8
1.0639089e-13,9.450631e-9,1.219913e-16,7.682586e-14,4.0284931e-19,2.5048208e-14,8.331947e-17,6.5379494e-13,5.4815424e-13,1.0
1.3364793e-8,3.2130123e-7,9.411605e-7,0.0002831778,0.93304694,0.0616358,0.00031293073,0.0047199614,5.964495e-10,2.5600684e-9
3.4296845e-5,5.110717e-5,0.0055092387,0.008748232,0.0020251076,0.001123898,0.00025424777,0.9820999,9.797666e-5,5.6065248e-5
4.20757e-12,2.7207872e-7,3.1825546e-11,2.0832855e-10,1.2873444e-13,8.465124e-13,4.0567965e-16,1.6054656e-10,2.6102382e-12,0.99999976
6.2235886e-6,1.6709566e-5,8.252179e-7,1.9336535e-9,1.6293514e-7,1.939635e-6,5.0799496e-5,3.8019042e-8,0.99992335,1.4393628e-7
